item_key,decision,category,title,authors,year,url,rationale,abstract,human,human_decision,chatgpt,chatgpt_decision,chatgpt_batch,gemini,gemini_decision,gemini_batch
V3MUINT9,discard,FinanceTrading,Asset pricing impacts of ai in a model with heterogeneous risk aversion,Hamilton Galindo Gil,2024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4978087,"Pure asset pricing/quantitative finance model examining AI's effect on portfolio optimization and market equilibrium, with no governance or oversight angle.","Specifically, we show that AI changes the optimal portfolios of both more and less risk-averse agents, increases the price-dividend ratio and stock volatility / , and reduces the interest rate, price of risk, and aggregate leverage compared to an economy without these two AI channels. / Heterogeneous agents, risk aversion, asset pricing, Artificial Intelligence, ChatGPT",FALSE,,FALSE,,,FALSE,,
J36G6LPX,discard,OffTopicOther,Findings pattern of operational expenditure in the papua audit reports: a content analysis utilizing ChatGPT,Hesty Theresia Salle; Klara Wonar; Agustinus Salle,2024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4985662,"Paper uses ChatGPT as a tool for content analysis of financial audit reports; no relevance to AI-generated code, oversight of AI systems, or AI governance frameworks.","Leveraging ChatGPT for report content analysis the research uncovers: recurring issues, ineffective internal controls, misallocations in funds, and inadequate / oversight. / Financial Accountability, Operational Expenditures, Audit Reports, Content Analysis, ChatGPT Akuntabilitas Keuangan, Belanja Operasi, Laporan Pemeriksaan / , Analisis Isi, ChatGPT",FALSE,,FALSE,,,TRUE,keep,2
5BELT3YI,discard,FinanceTrading,Generative ai-assisted evaluation of ESG practices and information delays in ESG ratings,QISHU WANG,2024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4998708,Paper applies LLM tools to ESG rating analysis for NASDAQ firms — a finance/investment domain application with no governance or oversight angle relevant to AI-generated code or scalable human oversight.,"We explore the integration lag of Environmental, Social, and Governance (ESG) practices within firms from the NASDAQ 100 index, analyzing how this information / By employing ChatGPT-4 to assess ESG progress from 2011 to 2022 in their annual 10-K reports, we identify significant time-lagged effects between the AI-generated",FALSE,,FALSE,,,FALSE,,
I3AYCN2R,discard,K12pedagogy,Exploring the impact of AI’s chat GPT on business students' productivity: insights from teacher and students,Syed Waqarul; Danish Ahmed Siddiqui,2024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4959589,"Focuses on AI tool use by business students in an educational context, examining productivity and assessment shifts — pedagogical study with no oversight/governance angle transferable to the SLR.","This research investigates the impact of ChatGPT, an artificial intelligence tool, on the productivity of business students. / potential negative effects on creativity and productivity, ethical and societal implications, shifts in assessment methodologies, perceived benefits, and the risk",FALSE,,FALSE,,,FALSE,,
HY6RHYEZ,discard,FinanceTrading,Asset pricing impacts of ai in a model with heterogeneous risk aversion,Hamilton Galindo Gil,2024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5006996,"Pure asset pricing/finance theory paper examining AI's macroeconomic effects on portfolio optimization and stock volatility, with no governance, oversight, or AI risk management angle.","Specifically, we show that AI changes the optimal portfolios of both more and less risk-averse agents, increases the price-dividend ratio and stock volatility / , and reduces the interest rate, price of risk, and aggregate leverage compared to an economy without these two AI channels. / Heterogeneous agents, Risk Aversion, Asset pricing, Artificial Intelligence, ChatGPT",FALSE,,FALSE,,,FALSE,,
GBAP7YSC,discard,K12pedagogy,Evaluating ChatGPT's influence on english language teaching and learning in Bangladesh: insights from teachers and students,Firoz Akanda; Iffat Jahan Suchona; Sadia Afrin Shorn,2024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5006965,Study focuses on ChatGPT as a language learning/teaching tool in Bangladeshi classrooms with no governance or oversight angle relevant to AI-generated code risk.,"This study explores the integration of Artificial Intelligence (AI) tools like ChatGPT into English language teaching and learning in Bangladesh, from / Findings reveal a divide in enthusiasm: while students generally embrace ChatGPT for its accessibility and utility in language learning, teachers exhibit / ChatGPT, Bangladeshi classroom, Teachers' and students' viewpoints, Plagiarism risk, Feedback and assessment",FALSE,,TRUE,discard,1,FALSE,,
IEHNXV59,discard,OffTopicOther,"CCS outreach and communications in the age of knowledge proliferation, artificial intelligence, and 'fake news'",Norm Sacuta; Lori Gauvreau,2024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5011824,"Paper is about public science communication and risk perception for carbon capture and storage (CCS), not about AI code generation, oversight, or governance frameworks.","It has been well documented that perspectives of risk perception vary between the general public and subject matter experts (SMEs) [1, 2]. / means of expressing knowledge not just science on its own. • Various artificial intelligence (AI) platforms where information can be searched (i.e., ChatGPT",FALSE,,TRUE,discard,6,FALSE,,
5ZXJ4YPN,maybe,ClinicalNarrow,The risks of medical misinformation generation in large language models,Shan Chen; Mingye Gao; Kuleen Sasse; Thomas Hartvigsen; Brian Anthony,2024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5020664,"LLM misinformation risk and generation quality could have transferable governance/oversight angles, though the abstract is too sparse to confirm a broader accountability or oversight framework vs. purely clinical scope.",This risk becomes especially pronounced when LLMs generate incorrect medical information that could adversely affect human health. / The authors thank Google Cloud research fund for Claude API inference costs.,FALSE,,FALSE,,,FALSE,,
P6QS5HMN,maybe,OffTopicOther,Large language models (LLMs) for legal advice: a scoping review,Joshua Krook; Eike Schneiders; Tina Seabrooke; Natalie Leesakul; Jeremie Clos,2024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4976189,"LLM reliability and hallucination risks in high-stakes advice contexts shares governance/accountability framing transferable to AI risk management, though the domain is legal services rather than code generation.","As LLM platforms such as ChatGPT, Gemini and LAMDA become accessible to the public, everyday citizens may come to rely on these platforms for legal advice / The synthesis identifies a number of risks and benefits, including the risk of misleading information (hallucinations), and the benefits of reducing legal",FALSE,,FALSE,,,FALSE,,
4HDN4GU4,discard,FinanceTrading,Stock portfolio selection based on risk appetite: evidence from ChatGPT,Constantin Jacob Schneider; Yahya Yilmaz,2024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5014385,"Paper is purely about using ChatGPT for stock portfolio selection and financial advice, with no governance, oversight, or risk management angle relevant to AI-generated code or organizational AI adoption.","We prompt different ChatGPT models to create portfolios for different risk appetites of retail investors, focusing on U.S. and European equity markets. / We further show that ChatGPT effectively adjusts portfolio risk and return metrics based on individual risk preferences. / Large Language Model, ChatGPT, Information Processing, Financial Advice, Asset Selection, Investment, Portfolio Selection, Stock Picking",FALSE,,FALSE,,,FALSE,,
WZ2MRLS9,maybe,,"Legal AI: enhancing justice through technology, practical considerations",Girish Shukla,2024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4976734,"Discusses AI oversight and governance in legal/justice contexts, which has transferable governance/accountability angles even though it's domain-specific legal AI rather than code generation.","The paper also discusses the suitability of various AI models like ChatGPT, Gemini, Copilot, and LLaMA for different legal use cases based on their technical / Careful implementation and oversight, along with domain expertise can ensure that AI significantly improves the justice delivery system, making it more / Legal AI, legal professionals, AI models, justice delivery, AI applications, good governance, limitations, practical ramifications, contextual use cases",FALSE,,FALSE,,,FALSE,,
WLIQM6QA,discard,OffTopicOther,"AI information processing, misinformation, and voluntary disclosure: theory and evidence",Jeremy Bertomeu; Yupeng Lin; Yibin Liu; Zhenghui Ni,2024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5026360,"Focuses on AI-assisted financial/voluntary disclosure and misinformation processing, with no connection to code generation, human oversight of AI systems, or software governance.","Second, because information users consider the risk of misinformation, they discount observed marginal disclosures, further reducing the benefit of disclosure / Further, the introduction of ChatGPT reduces information processing failures, which manifests in increased information processing speed. / AI hallucination, Information processing, Information crowding out, ChatGPT, voluntary disclosure",FALSE,,FALSE,,,FALSE,,
2TTVYQ3Q,discard,MarketingAds,"ChatGPT and the evolving market for legal directory quotes, recommendations and rankings",Rupert Macey-Dare,2024,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4991956,Focuses on AI-generated marketing content and legal directory rankings with no governance/oversight/risk management angle relevant to AI-generated code or scalable human oversight.,"This paper first shows that one perhaps surprising new skill of AI systems such as ChatGPT in the legal sphere is the ability to simulate quite realistically / rankings of lawyers produced by independent publishing companies and used by the quote subjects for their marketing, could carry a high implicit litigation risk / ChatGPT, AI, legal directory quotes, cherry-picking, sample selection bias, grade inflation, professional accreditation, information asymmetries, virtual",FALSE,,FALSE,,,FALSE,,
