item_key,decision,confidence,rationale
HVRYIRUX,keep,high,Empirical vibe coding case study with a novice programmer identifies code logic flaws and minimum technical oversight requirements — direct governance-relevant evidence.
FYU7H5WR,keep,high,"Dynamic simulation model from practitioner interviews quantifies long-term hidden costs (technical debt, system atrophy) of AI-assisted coding — directly operationalizable for oversight investment decisions."
ELXQKSM3,discard,high,HITL for physical infrastructure digital twins — non-software domain with no transferable code governance parallel.
SGJU94AS,keep,high,"Defines vibe coding governance needs, identifies reproducibility and correctness limitations, and provides toolchain guidance — directly operationalizable for engineering teams."
WL73FPVB,discard,high,AI alignment philosophy paper deriving safety architecture from virtue ethics — normative framework without operational contribution for code governance.
WBFBCN9G,keep,high,"Meta-analysis of LLM programming tools identifies trust calibration failures, over-reliance patterns, and design principles across user groups — directly actionable for organizations deploying AI coding tools."
M9RPA7DW,discard,high,Health AI interoperability and cognitive silo analysis — healthcare domain specific with no code governance angle.
7JPGKZ8J,discard,high,GenAI ethics in tax practice — domain-specific to tax professionals with no software engineering angle.
S8TWHKKL,keep,high,First empirical study of malicious AI supply chain configurations on Hugging Face with a detection tool (Configscan) — directly operationalizable for organizations using public model repositories.
VVLNJCDB,discard,high,Creative content copyright (literary/artistic works and fair use for generative AI) with no software code angle
B8CRPZER,discard,high,General AI legal analysis of ChatGPT regulation focused on data protection and comparative law without software engineering governance mechanism
3I4YX7NZ,discard,high,Bibliometric trend analysis of deepfake research with no software engineering governance or oversight angle
HPETK5L6,discard,high,"Blueprint for using GenAI in cyber defense operations (threat detection, incident response) rather than governing AI-generated code"
H73I2XWG,discard,high,Proposes agentic AI operating system infrastructure without governance or oversight mechanism for AI-generated outputs
JB32U5RE,keep,high,Qualitative study with embedded software engineering experts identifying eleven governance practices and fourteen challenges for responsible AI adoption in safety-critical environments — directly operationalizable
7SZUSWWN,discard,high,Domain-specific HITL for water infrastructure simulation with no structural parallel to code review governance
JW66RP8J,discard,medium,No abstract available; title alone is insufficient to assess operationalizability or relevance to software engineering governance
XEH8YC7M,discard,high,European health data space policy analysis without software engineering governance angle
ZZR9YCFK,discard,high,Social media AI data governance framework focused on collective data ownership rights without software development connection
PJJNTMKB,keep,medium,Algorithm aversion in human oversight of AI-generated decisions is a directly transferable behavioral mechanism (analogous to automation bias in code review) under Tier 2 human oversight frameworks
S2CLSQE9,discard,high,Game design creativity study examining AI impact on creative process without software engineering code governance angle
CLHB8SRT,keep,high,Controlled experiment quantifying code ownership loss (−12.5% comprehension) from AI assistant use provides a directly operationalizable risk metric for engineering organizations managing AI-generated code
833NUY36,discard,medium,One-sentence abstract is too thin to assess operationalizability; trade secret transparency loopholes are a relevant governance topic but no actionable mechanism is evidenced
KGNWFLVR,keep,medium,"Essay operationalizes auditability, reconstructability, and verification overhead as governance engineering imperatives for enterprise GenAI, with concrete org-level accountability argument — though lacks empirical grounding"
